carat,cut,color,clarity,depth,table,price,x,y,z,carat_encoded,cut_encoded,color_encoded,clarity_encoded,price_transformed
0.32,Ideal,E,SI2,62.7,57.0,576,4.37,4.34,2.73,1,5,6,2,5.174876920932949
0.32,Ideal,I,VS2,60.3,56.0,576,4.45,4.44,2.68,1,5,2,4,5.174876920932949
0.32,Ideal,I,VS2,61.5,56.0,576,4.41,4.4,2.71,1,5,2,4,5.174876920932949
0.32,Ideal,I,VS2,62.2,57.0,576,4.42,4.39,2.74,1,5,2,4,5.174876920932949
0.32,Premium,I,VS2,62.6,58.0,576,4.42,4.37,2.75,1,4,2,4,5.174876920932949
0.32,Ideal,I,VS2,62.5,55.0,576,4.39,4.38,2.74,1,5,2,4,5.174876920932949
0.32,Ideal,I,VS2,63.0,56.0,576,4.42,4.38,2.77,1,5,2,4,5.174876920932949
0.32,Ideal,I,VS2,61.3,56.0,576,4.43,4.38,2.7,1,5,2,4,5.174876920932949
0.32,Premium,I,VS2,61.1,57.0,576,4.42,4.39,2.69,1,4,2,4,5.174876920932949
0.32,Ideal,I,VS2,62.5,57.0,576,4.39,4.35,2.73,1,5,2,4,5.174876920932949
0.32,Ideal,I,VS2,62.0,57.0,576,4.41,4.36,2.72,1,5,2,4,5.174876920932949
0.32,Ideal,I,VS2,61.6,56.0,576,4.39,4.37,2.7,1,5,2,4,5.174876920932949
0.32,Ideal,I,VS2,62.5,55.0,576,4.4,4.37,2.74,1,5,2,4,5.174876920932949
0.32,Ideal,I,VS2,62.9,57.0,576,4.4,4.37,2.76,1,5,2,4,5.174876920932949
0.32,Premium,I,VS2,62.2,59.0,576,4.37,4.35,2.71,1,4,2,4,5.174876920932949
1.0,Fair,D,SI2,66.5,59.0,3965,6.24,6.21,4.14,3,1,7,2,6.356344224421403
1.2,Premium,H,SI2,62.1,57.0,3965,6.84,6.69,4.21,3,4,3,2,6.356344224421403
0.77,Very Good,G,VVS1,62.7,54.0,3966,5.84,5.89,3.67,3,3,4,7,6.35648888583922
1.01,Very Good,G,SI2,61.8,58.0,3966,6.36,6.39,3.94,3,3,4,2,6.35648888583922
1.01,Very Good,G,SI2,62.1,61.0,3966,6.27,6.38,3.93,3,3,4,2,6.35648888583922
1.01,Very Good,G,SI2,63.0,58.0,3966,6.29,6.34,3.98,3,3,4,2,6.35648888583922
0.82,Ideal,E,SI1,61.9,56.0,3966,6.0,6.02,3.72,3,5,6,3,6.35648888583922
0.77,Premium,D,VS1,59.4,59.0,3966,6.0,5.96,3.55,3,4,7,5,6.35648888583922
0.8,Premium,E,VS1,61.7,58.0,3967,5.98,5.95,3.68,3,4,6,5,6.35663350834036
1.13,Very Good,E,SI2,59.4,62.0,3967,6.78,6.83,4.04,3,3,6,2,6.35663350834036
0.92,Very Good,F,SI1,63.5,58.0,3967,6.16,6.12,3.9,3,3,5,3,6.35663350834036
0.92,Premium,F,SI1,61.8,59.0,3967,6.25,6.21,3.85,3,4,5,3,6.35663350834036
0.9,Ideal,H,SI1,61.1,58.0,3967,6.24,6.19,3.79,3,5,3,3,6.35663350834036
1.09,Premium,I,SI1,61.6,61.0,3968,6.64,6.57,4.07,3,4,2,3,6.356778091945089
0.91,Ideal,E,SI2,61.5,56.0,3968,6.2,6.23,3.82,3,5,6,2,6.356778091945089
0.91,Ideal,E,SI2,60.8,56.0,3968,6.25,6.29,3.81,3,5,6,2,6.356778091945089
0.91,Very Good,E,SI2,62.8,59.0,3968,6.13,6.16,3.86,3,3,6,2,6.356778091945089
0.62,Ideal,D,VVS1,62.2,54.0,3968,5.45,5.48,3.4,2,5,7,7,6.356778091945089
1.09,Premium,I,SI1,61.9,58.0,3968,6.65,6.58,4.1,3,4,2,3,6.356778091945089
1.02,Very Good,D,SI2,61.3,62.0,3971,6.42,6.46,3.95,3,3,7,2,6.357211609583365
1.01,Good,H,SI2,63.5,60.0,3971,6.23,6.31,3.98,3,2,3,2,6.357211609583365
1.01,Premium,I,SI2,62.1,59.0,3971,6.42,6.39,3.98,3,4,2,2,6.357211609583365
1.01,Premium,I,SI2,59.4,57.0,3971,6.59,6.57,3.91,3,4,2,2,6.357211609583365
0.8,Ideal,E,VS2,61.4,56.0,3972,5.97,6.02,3.68,3,5,6,4,6.357356037804913
0.8,Ideal,H,IF,62.4,54.0,3972,5.93,5.99,3.72,3,5,3,8,6.357356037804913
0.9,Good,I,VVS1,62.4,61.0,3972,6.05,6.09,3.79,3,2,2,7,6.357356037804913
1.02,Fair,H,SI1,64.6,55.0,3972,6.33,6.28,4.07,3,1,3,3,6.357356037804913
0.91,Good,E,SI1,64.0,61.0,3973,6.01,6.06,3.86,3,2,6,3,6.357500427231197
0.7,Very Good,F,VVS2,61.3,59.0,3974,5.69,5.73,3.5,3,3,5,6,6.357644777882401
1.02,Very Good,F,SI2,59.6,59.0,3974,6.51,6.54,3.89,3,3,5,2,6.357644777882401
1.03,Premium,F,SI2,60.2,55.0,3974,6.59,6.53,3.95,3,4,5,2,6.357644777882401
1.0,Very Good,H,SI2,63.1,58.0,3975,6.29,6.36,3.99,3,3,3,2,6.357789089778689
0.9,Very Good,D,SI2,62.2,57.0,3975,6.11,6.15,3.81,3,3,7,2,6.357789089778689
0.9,Very Good,D,SI2,61.2,54.0,3975,6.25,6.29,3.84,3,3,7,2,6.357789089778689
0.81,Ideal,E,VS2,61.5,57.0,3975,6.0,6.06,3.71,3,5,6,4,6.357789089778689
1.06,Ideal,I,SI2,62.4,57.0,3975,6.48,6.54,4.06,3,5,2,2,6.357789089778689
0.96,Good,H,SI2,61.6,59.0,3975,6.24,6.29,3.86,3,2,3,2,6.357789089778689
1.0,Fair,F,SI2,59.3,66.0,3975,6.44,6.51,3.84,3,1,5,2,6.357789089778689
0.91,Premium,G,SI1,62.2,59.0,3975,6.19,6.15,3.84,3,4,4,3,6.357789089778689
0.91,Premium,G,SI1,62.6,58.0,3975,6.17,6.14,3.85,3,4,4,3,6.357789089778689
0.91,Premium,G,SI1,62.8,58.0,3975,6.18,6.15,3.87,3,4,4,3,6.357789089778689
0.91,Premium,G,SI1,61.8,60.0,3975,6.21,6.18,3.83,3,4,4,3,6.357789089778689
0.9,Good,G,VS2,63.2,58.0,3976,6.09,6.16,3.87,3,2,4,4,6.35793336294021
1.23,Good,D,I1,63.7,58.0,3977,6.72,6.79,4.3,3,2,7,1,6.358077597387102
0.97,Very Good,F,SI2,59.6,59.0,3977,6.41,6.47,3.84,3,3,5,2,6.358077597387102
0.9,Very Good,F,SI2,62.0,59.0,3977,6.2,6.1,3.81,3,3,5,2,6.358077597387102
0.9,Good,G,VS1,64.5,57.0,3977,6.01,6.08,3.9,3,2,4,5,6.358077597387102
1.0,Good,F,SI2,63.7,57.0,3977,6.36,6.32,4.04,3,2,5,2,6.358077597387102
1.0,Premium,F,SI2,62.4,56.0,3977,6.35,6.31,3.95,3,4,5,2,6.358077597387102
1.06,Ideal,E,SI2,60.7,57.0,3977,6.61,6.59,4.0,3,5,6,2,6.358077597387102
1.11,Premium,I,SI1,61.9,58.0,3978,6.63,6.61,4.1,3,4,2,3,6.358221793139483
0.82,Ideal,E,SI1,61.8,53.0,3979,6.02,6.05,3.73,3,5,6,3,6.35836595021746
0.91,Good,H,VS2,62.7,62.0,3979,6.11,6.21,3.86,3,2,3,4,6.35836595021746
1.02,Very Good,I,SI2,62.8,56.0,3980,6.42,6.38,4.02,3,3,2,2,6.358510068641117
0.77,Ideal,D,VS2,61.6,55.0,3980,5.88,5.91,3.63,3,5,7,4,6.358510068641117
0.73,Ideal,D,VS2,61.5,55.0,3980,5.79,5.82,3.57,3,5,7,4,6.358510068641117
1.08,Good,J,VS2,64.3,58.0,3980,6.46,6.44,4.15,3,2,1,4,6.358510068641117
1.08,Fair,J,VS2,65.1,54.0,3980,6.47,6.44,4.2,3,1,1,4,6.358510068641117
0.81,Very Good,G,VVS2,63.5,55.0,3981,5.9,5.94,3.76,3,3,4,6,6.35865414843053
1.01,Premium,G,SI2,60.6,59.0,3981,6.49,6.41,3.91,3,4,4,2,6.35865414843053
1.01,Ideal,J,SI2,59.0,59.0,3982,6.57,6.61,3.89,3,5,1,2,6.358798189605754
1.02,Ideal,I,SI1,61.9,55.0,3983,6.43,6.46,3.99,3,5,2,3,6.358942192186832
1.02,Very Good,F,SI2,61.1,62.0,3984,6.49,6.54,3.98,3,3,5,2,6.359086156193794
0.83,Very Good,D,VS1,61.3,57.2,3984,6.02,6.11,3.72,3,3,7,5,6.359086156193794
0.9,Premium,G,SI1,62.2,60.0,3984,6.14,6.07,3.8,3,4,4,3,6.359086156193794
1.21,Fair,J,SI2,64.6,59.0,3984,6.74,6.64,4.32,3,1,1,2,6.359086156193794
0.95,Premium,H,SI1,62.9,58.0,3984,6.26,6.21,3.92,3,4,3,3,6.359086156193794
0.93,Premium,E,SI2,62.9,57.0,3984,6.25,6.19,3.91,3,4,6,2,6.359086156193794
1.04,Ideal,H,SI1,61.3,55.0,3984,6.49,6.44,3.96,3,5,3,3,6.359086156193794
1.17,Premium,F,I1,62.2,58.0,3984,6.76,6.72,4.19,3,4,5,1,6.359086156193794
1.21,Premium,J,SI2,60.8,58.0,3984,6.93,6.88,4.19,3,4,1,2,6.359086156193794
0.93,Ideal,H,SI1,61.6,54.0,3985,6.29,6.33,3.89,3,5,3,3,6.359230081646646
1.39,Premium,I,I1,62.6,57.0,3985,7.15,7.1,4.46,3,4,2,1,6.359230081646646
0.91,Ideal,G,SI2,61.6,56.0,3985,6.24,6.22,3.84,3,5,4,2,6.359230081646646
0.92,Very Good,G,SI1,62.5,60.0,3986,6.19,6.26,3.89,3,3,4,3,6.359373968565388
0.91,Very Good,E,SI2,60.5,59.0,3986,6.26,6.34,3.81,3,3,6,2,6.359373968565388
1.13,Very Good,I,SI2,59.1,63.0,3987,6.85,6.82,4.04,3,3,2,2,6.3595178169699995
1.13,Premium,J,SI2,62.4,59.0,3987,6.68,6.62,4.15,3,4,1,2,6.3595178169699995
1.13,Premium,I,SI2,62.2,59.0,3987,6.67,6.61,4.13,3,4,2,2,6.3595178169699995
1.02,Ideal,H,I1,62.1,56.0,3987,6.45,6.4,3.99,3,5,3,1,6.3595178169699995
0.93,Ideal,H,SI1,62.8,56.0,3988,6.19,6.27,3.91,3,5,3,3,6.3596616268804445
0.9,Premium,H,VS2,62.1,58.0,3989,6.16,6.2,3.84,3,4,3,4,6.359805398316673
0.9,Good,H,VS2,63.1,60.0,3989,6.08,6.12,3.85,3,2,3,4,6.359805398316673
0.9,Very Good,H,VS2,62.6,58.0,3989,6.14,6.22,3.87,3,3,3,4,6.359805398316673
0.9,Very Good,H,VS2,62.1,57.0,3989,6.16,6.23,3.85,3,3,3,4,6.359805398316673
0.9,Good,H,VS2,61.9,58.0,3989,6.14,6.18,3.81,3,2,3,4,6.359805398316673
0.9,Very Good,D,SI2,59.5,58.0,3989,6.28,6.33,3.75,3,3,7,2,6.359805398316673
0.96,Premium,D,SI2,60.0,60.0,3989,6.47,6.43,3.87,3,4,7,2,6.359805398316673
1.06,Premium,E,SI2,60.0,59.0,3989,6.64,6.59,3.97,3,4,6,2,6.359805398316673
1.05,Good,F,SI2,63.6,59.0,3989,6.4,6.36,4.06,3,2,5,2,6.359805398316673
0.7,Ideal,E,VVS2,62.3,53.7,3990,5.67,5.72,3.55,3,5,6,6,6.359949131298619
0.93,Ideal,E,SI2,62.1,55.0,3990,6.27,6.29,3.9,3,5,6,2,6.359949131298619
0.9,Ideal,D,SI2,62.7,57.0,3990,6.1,6.15,3.84,3,5,7,2,6.359949131298619
0.93,Ideal,D,SI2,62.5,55.0,3990,6.2,6.24,3.89,3,5,7,2,6.359949131298619
0.83,Ideal,D,SI1,61.3,56.0,3990,6.04,6.06,3.71,3,5,7,3,6.359949131298619
0.9,Good,G,VS2,62.0,63.0,3990,6.06,6.13,3.78,3,2,4,4,6.359949131298619
1.25,Fair,H,SI2,64.4,58.0,3990,6.82,6.71,4.36,3,1,3,2,6.359949131298619
0.73,Ideal,F,VVS1,61.8,54.0,3990,5.8,5.78,3.58,3,5,5,7,6.359949131298619
0.91,Ideal,G,SI1,62.6,56.0,3991,6.27,6.3,3.81,3,5,4,3,6.360092825846202
1.0,Very Good,J,SI2,62.8,54.0,3991,6.35,6.43,4.01,3,3,1,2,6.360092825846202
1.0,Very Good,H,SI2,64.1,54.0,3991,6.3,6.33,4.05,3,3,3,2,6.360092825846202
0.91,Very Good,F,SI1,63.7,58.0,3991,6.08,6.11,3.88,3,3,5,3,6.360092825846202
1.01,Fair,E,SI2,56.8,66.0,3991,6.63,6.58,3.75,3,1,6,2,6.360092825846202
1.0,Good,H,SI2,63.2,60.0,3991,6.27,6.33,3.98,3,2,3,2,6.360092825846202
1.0,Good,H,SI2,59.0,61.0,3991,6.42,6.46,3.8,3,2,3,2,6.360092825846202
1.01,Fair,F,SI1,66.8,60.0,3991,6.21,6.13,4.12,3,1,5,3,6.360092825846202
1.01,Ideal,I,VS1,62.8,57.0,3991,6.42,6.38,4.02,3,5,2,5,6.360092825846202
1.0,Premium,H,SI1,61.8,60.0,3991,6.37,6.31,3.92,3,4,3,3,6.360092825846202
1.08,Premium,F,SI2,62.7,58.0,3992,6.53,6.49,4.08,3,4,5,2,6.360236481979326
0.9,Very Good,I,VS2,59.3,59.0,3992,6.27,6.3,3.73,3,3,2,4,6.360236481979326
0.9,Fair,F,VS2,58.9,67.0,3992,6.18,6.17,3.64,3,1,5,4,6.360236481979326
0.9,Premium,F,SI1,62.8,59.0,3992,6.16,6.13,3.86,3,4,5,3,6.360236481979326
0.9,Very Good,F,SI1,59.6,63.0,3992,6.24,6.17,3.7,3,3,5,3,6.360236481979326
0.9,Good,F,SI1,63.9,59.0,3992,6.09,6.06,3.88,3,2,5,3,6.360236481979326
0.9,Very Good,F,SI1,63.4,62.0,3992,6.05,6.0,3.82,3,3,5,3,6.360236481979326
0.9,Ideal,F,SI1,62.4,56.0,3992,6.22,6.18,3.87,3,5,5,3,6.360236481979326
0.9,Premium,F,SI1,61.6,60.0,3992,6.19,6.14,3.8,3,4,5,3,6.360236481979326
0.81,Very Good,F,VVS2,63.1,56.0,3992,5.99,5.9,3.75,3,3,5,6,6.360236481979326
0.9,Good,F,SI1,63.9,58.0,3992,6.08,6.03,3.87,3,2,5,3,6.360236481979326
0.91,Good,F,SI1,63.7,58.0,3993,6.1,6.17,3.91,3,2,5,3,6.36038009971788
0.74,Very Good,E,VVS1,63.5,58.0,3993,5.78,5.72,3.65,3,3,6,7,6.36038009971788
0.97,Premium,F,SI2,61.9,58.0,3993,6.35,6.31,3.92,3,4,5,2,6.36038009971788
0.97,Premium,F,SI2,59.9,59.0,3993,6.45,6.38,3.84,3,4,5,2,6.36038009971788
0.91,Very Good,I,VS2,61.5,58.0,3994,6.2,6.23,3.82,3,3,2,4,6.360523679081738
0.95,Ideal,H,SI2,59.3,59.0,3994,6.42,6.46,3.82,3,5,3,2,6.360523679081738
0.91,Good,F,SI1,64.4,60.0,3994,6.05,6.1,3.91,3,2,5,3,6.360523679081738
1.06,Very Good,H,SI2,62.6,60.0,3996,6.43,6.47,4.04,3,3,3,2,6.360810722764778
0.77,Ideal,H,VS2,61.3,56.0,3996,5.91,5.94,3.63,3,5,3,4,6.360810722764778
1.02,Premium,F,SI2,58.0,60.0,3996,6.7,6.64,3.87,3,4,5,2,6.360810722764778
0.85,Very Good,E,VS2,63.6,56.0,3997,5.97,6.01,3.81,3,3,6,4,6.36095418712363
1.01,Ideal,J,SI2,61.4,56.0,3997,6.44,6.47,3.97,3,5,1,2,6.36095418712363
0.92,Ideal,D,SI2,60.3,56.0,3997,6.32,6.35,3.82,3,5,7,2,6.36095418712363
0.9,Very Good,D,SI1,61.1,63.0,3997,6.21,6.17,3.78,3,3,7,3,6.36095418712363
0.9,Very Good,D,SI1,62.4,63.0,3997,6.18,6.15,3.85,3,3,7,3,6.36095418712363
0.9,Very Good,D,SI1,62.5,63.0,3997,6.14,6.11,3.83,3,3,7,3,6.36095418712363
0.9,Premium,D,SI1,62.8,59.0,3997,6.1,6.06,3.82,3,4,7,3,6.36095418712363
0.9,Very Good,D,SI1,63.2,62.0,3997,6.13,6.06,3.85,3,3,7,3,6.36095418712363
1.03,Ideal,I,SI2,62.2,57.0,3997,6.5,6.46,4.03,3,5,2,2,6.36095418712363
1.01,Very Good,I,SI2,63.7,57.0,3998,6.32,6.36,4.04,3,3,2,2,6.361097613187124
1.01,Very Good,J,SI1,62.8,57.0,3998,6.37,6.41,4.01,3,3,1,3,6.361097613187124
0.91,Very Good,H,SI1,59.2,60.0,3998,6.3,6.41,3.76,3,3,3,3,6.361097613187124
1.02,Premium,H,SI2,62.4,59.0,3998,6.42,6.37,3.99,3,4,3,2,6.361097613187124
1.02,Good,I,SI1,64.2,53.0,3998,6.3,6.26,4.03,3,2,2,3,6.361097613187124
1.0,Premium,G,SI2,59.0,62.0,3998,6.52,6.47,3.83,3,4,4,2,6.361097613187124
1.19,Premium,H,SI2,61.5,58.0,3998,6.88,6.78,4.2,3,4,3,2,6.361097613187124
1.02,Very Good,H,SI2,63.5,60.0,3998,6.33,6.24,3.99,3,3,3,2,6.361097613187124
1.0,Premium,G,SI2,62.2,57.0,3998,6.29,6.25,3.9,3,4,4,2,6.361097613187124
1.01,Good,H,SI2,63.7,55.0,3999,6.32,6.37,4.04,3,2,3,2,6.3612410009750615
1.01,Premium,H,SI2,59.4,59.0,3999,6.53,6.56,3.89,3,4,3,2,6.3612410009750615
1.01,Ideal,I,SI1,60.6,57.0,3999,6.51,6.56,3.96,3,5,2,3,6.3612410009750615
0.7,Ideal,E,VS1,61.2,56.0,4000,5.72,5.75,3.51,3,5,6,5,6.361384350507219
1.07,Very Good,I,SI1,58.4,60.0,4001,6.68,6.78,3.93,3,3,2,3,6.3615276618033665
0.9,Ideal,G,SI1,61.6,57.0,4001,6.17,6.24,3.82,3,5,4,3,6.3615276618033665
0.9,Ideal,H,SI2,62.1,55.0,4001,6.17,6.2,3.84,3,5,3,2,6.3615276618033665
1.03,Good,G,SI2,63.7,60.0,4001,6.35,6.28,4.02,3,2,4,2,6.3615276618033665
0.8,Very Good,G,VVS2,62.5,56.0,4002,5.95,5.98,3.73,3,3,4,6,6.3616709348832545
0.99,Very Good,J,SI1,60.3,57.0,4002,6.44,6.49,3.9,3,3,1,3,6.3616709348832545
0.7,Very Good,D,VS1,59.3,55.0,4003,5.86,5.83,3.47,3,3,7,5,6.361814169766618
0.89,Very Good,E,SI1,62.7,57.0,4003,6.08,6.13,3.83,3,3,6,3,6.361814169766618
1.01,Ideal,G,SI1,62.9,57.0,4004,6.37,6.3,3.98,3,5,4,3,6.361957366473182
1.01,Very Good,F,SI2,60.7,57.0,4004,6.42,6.46,3.91,3,3,5,2,6.361957366473182
1.01,Good,F,SI2,63.1,58.0,4004,6.34,6.38,4.01,3,2,5,2,6.361957366473182
1.0,Good,E,SI2,60.5,61.0,4004,6.31,6.38,3.84,3,2,6,2,6.361957366473182
1.0,Very Good,E,SI2,58.8,62.0,4004,6.5,6.53,3.83,3,3,6,2,6.361957366473182
1.0,Very Good,E,SI2,59.5,63.0,4004,6.41,6.47,3.83,3,3,6,2,6.361957366473182
1.0,Very Good,E,SI2,59.1,61.0,4004,6.39,6.44,3.79,3,3,6,2,6.361957366473182
1.02,Very Good,H,SI2,58.3,61.0,4004,6.57,6.63,3.85,3,3,3,2,6.361957366473182
1.02,Very Good,H,SI2,63.5,58.0,4004,6.34,6.38,4.04,3,3,3,2,6.361957366473182
0.9,Very Good,F,SI1,63.3,55.0,4004,6.05,6.08,3.84,3,3,5,3,6.361957366473182
0.9,Good,F,SI1,58.8,60.0,4004,6.22,6.26,3.67,3,2,5,3,6.361957366473182
1.01,Fair,G,SI1,64.2,59.0,4004,6.31,6.28,4.04,3,1,4,3,6.361957366473182
1.01,Good,D,SI2,64.0,59.0,4004,6.34,6.28,4.04,3,2,7,2,6.361957366473182
1.1,Premium,H,SI2,59.5,57.0,4004,6.81,6.74,4.03,3,4,3,2,6.361957366473182
1.1,Premium,H,SI2,62.8,55.0,4004,6.68,6.57,4.16,3,4,3,2,6.361957366473182
0.75,Very Good,E,VVS2,62.8,57.0,4005,5.74,5.78,3.62,3,3,6,6,6.362100525022649
0.9,Good,F,SI1,62.6,58.0,4006,6.1,6.14,3.83,3,2,5,3,6.362243645434711
0.9,Ideal,H,VS2,62.6,57.0,4007,6.19,6.15,3.86,3,5,3,4,6.3623867277290485
0.75,Ideal,D,VS1,62.0,58.0,4007,5.77,5.84,3.6,3,5,7,5,6.3623867277290485
0.71,Ideal,H,IF,61.2,56.0,4007,5.76,5.86,3.54,3,5,3,8,6.3623867277290485
1.06,Premium,I,SI2,58.4,58.0,4007,6.7,6.65,3.9,3,4,2,2,6.3623867277290485
0.9,Premium,D,SI2,62.9,56.0,4007,6.19,6.09,3.86,3,4,7,2,6.3623867277290485
0.9,Ideal,D,SI2,62.4,56.0,4007,6.24,6.16,3.87,3,5,7,2,6.3623867277290485
1.01,Premium,F,SI2,61.8,59.0,4008,6.41,6.31,3.93,3,4,5,2,6.362529771925314
0.91,Very Good,I,VS2,59.9,58.0,4008,6.35,6.27,3.78,3,3,2,4,6.362529771925314
1.03,Ideal,J,SI2,62.1,54.0,4008,6.47,6.51,4.03,3,5,1,2,6.362529771925314
0.9,Ideal,G,SI1,60.8,58.0,4008,6.2,6.29,3.8,3,5,4,3,6.362529771925314
0.9,Ideal,G,SI1,61.9,59.0,4008,6.16,6.19,3.82,3,5,4,3,6.362529771925314
0.9,Ideal,G,SI1,61.6,58.0,4008,6.16,6.21,3.81,3,5,4,3,6.362529771925314
0.9,Good,G,SI1,62.5,62.0,4008,6.04,6.09,3.79,3,2,4,3,6.362529771925314
0.9,Very Good,F,SI1,63.0,61.0,4009,6.09,6.14,3.85,3,3,5,3,6.362672778043161
0.83,Ideal,F,SI1,61.8,55.0,4009,6.01,6.06,3.73,3,5,5,3,6.362672778043161
1.05,Very Good,E,SI2,61.7,59.0,4010,6.52,6.58,4.04,3,3,6,2,6.362815746102219
1.17,Good,G,SI2,63.6,62.0,4010,6.65,6.55,4.2,3,2,4,2,6.362815746102219
0.93,Premium,F,SI1,58.8,60.0,4010,6.49,6.37,3.78,3,4,5,3,6.362815746102219
0.93,Premium,F,SI1,62.5,58.0,4010,6.22,6.19,3.88,3,4,5,3,6.362815746102219
0.92,Very Good,E,SI2,62.1,58.0,4011,6.18,6.22,3.85,3,3,6,2,6.362958676122099
0.92,Premium,E,SI2,61.7,59.0,4011,6.18,6.27,3.84,3,4,6,2,6.362958676122099
0.92,Ideal,E,SI2,62.2,56.0,4011,6.2,6.24,3.87,3,5,6,2,6.362958676122099
0.92,Ideal,E,SI2,62.1,57.0,4011,6.2,6.26,3.87,3,5,6,2,6.362958676122099
0.92,Ideal,E,SI2,62.1,53.0,4011,6.22,6.25,3.87,3,5,6,2,6.362958676122099
0.9,Ideal,I,VVS2,61.9,55.0,4011,6.21,6.23,3.85,3,5,2,6,6.362958676122099
1.01,Good,F,SI2,58.3,60.0,4011,6.64,6.66,3.88,3,2,5,2,6.362958676122099
1.01,Good,F,SI2,59.4,60.0,4011,6.44,6.49,3.84,3,2,5,2,6.362958676122099
1.27,Premium,J,VS2,62.8,58.0,4011,6.96,6.92,4.36,3,4,1,4,6.362958676122099
0.91,Very Good,H,VS2,63.5,57.0,4012,6.12,6.16,3.9,3,3,3,4,6.363101568122408
0.87,Ideal,D,SI2,61.4,54.0,4012,6.15,6.2,3.79,3,5,7,2,6.363101568122408
0.74,Ideal,F,VVS1,60.9,57.0,4013,5.83,5.86,3.56,3,5,5,7,6.363244422122729
0.9,Good,F,SI2,61.9,59.0,4013,6.09,6.12,3.78,3,2,5,2,6.363244422122729
1.04,Very Good,F,SI2,63.2,58.0,4013,6.39,6.34,4.02,3,3,5,2,6.363244422122729
1.04,Ideal,I,VS2,62.9,56.0,4013,6.5,6.41,4.06,3,5,2,4,6.363244422122729
1.04,Premium,F,SI2,62.8,60.0,4013,6.41,6.38,4.01,3,4,5,2,6.363244422122729
0.71,Very Good,D,VVS2,61.7,58.0,4014,5.71,5.74,3.53,3,3,7,6,6.363387238142632
1.12,Premium,H,SI2,62.1,56.0,4014,6.7,6.65,4.14,3,4,3,2,6.363387238142632
1.12,Premium,E,I1,61.0,59.0,4014,6.74,6.7,4.1,3,4,6,1,6.363387238142632
1.0,Premium,E,SI2,60.4,62.0,4014,6.52,6.42,3.91,3,4,6,2,6.363387238142632
1.0,Very Good,H,SI2,63.0,61.0,4015,6.31,6.35,3.99,3,3,3,2,6.363530016201675
1.0,Good,I,SI1,63.2,56.0,4015,6.31,6.37,4.01,3,2,2,3,6.363530016201675
0.71,Ideal,G,VVS1,61.2,56.0,4015,5.75,5.81,3.54,3,5,4,7,6.363530016201675
0.9,Ideal,H,SI2,61.0,56.0,4016,6.23,6.29,3.82,3,5,3,2,6.363672756319399
0.9,Good,F,SI1,59.3,56.0,4016,6.27,6.32,3.73,3,2,5,3,6.363672756319399
1.01,Good,I,VS1,63.8,57.0,4016,6.31,6.23,4.0,3,2,2,5,6.363672756319399
1.01,Very Good,F,SI2,60.8,63.0,4017,6.38,6.32,3.86,3,3,5,2,6.363815458515331
1.01,Premium,F,SI2,62.5,61.0,4017,6.37,6.33,3.97,3,4,5,2,6.363815458515331
1.01,Ideal,F,SI2,62.7,57.0,4017,6.43,6.37,4.01,3,5,5,2,6.363815458515331
1.25,Premium,J,SI2,61.3,58.0,4018,6.98,6.95,4.27,3,4,1,2,6.363958122808978
0.97,Very Good,I,VS2,62.2,55.9,4018,6.34,6.29,3.94,3,3,2,4,6.363958122808978
1.05,Premium,G,SI2,62.7,54.0,4018,6.51,6.48,4.07,3,4,4,2,6.363958122808978
0.91,Premium,H,VS2,62.5,59.0,4018,6.19,6.09,3.84,3,4,3,4,6.363958122808978
0.97,Premium,F,SI2,58.9,58.0,4020,6.51,6.47,3.82,3,4,5,2,6.364243337767401
0.97,Good,H,SI1,62.1,60.0,4020,6.24,6.29,3.89,3,2,3,3,6.364243337767401
1.07,Ideal,G,SI2,61.1,57.0,4021,6.61,6.65,4.05,3,5,4,2,6.364385888471121
0.9,Very Good,H,VS1,62.5,56.0,4021,6.13,6.19,3.85,3,3,3,5,6.364385888471121
0.9,Very Good,H,VS1,63.0,62.0,4021,6.09,6.0,3.81,3,3,3,5,6.364385888471121
1.15,Very Good,J,SI2,63.6,57.0,4021,6.6,6.64,4.21,3,3,1,2,6.364385888471121
0.7,Ideal,F,VVS1,62.7,54.0,4021,5.66,5.7,3.56,3,5,5,7,6.364385888471121
0.7,Very Good,D,VVS2,62.8,60.0,4022,5.65,5.69,3.56,3,3,7,6,6.364528401350457
1.01,Premium,G,SI2,59.4,60.0,4022,6.55,6.58,3.9,3,4,4,2,6.364528401350457
0.65,Ideal,D,VVS1,61.8,57.0,4022,5.54,5.56,3.43,2,5,7,7,6.364528401350457
0.91,Ideal,I,VS1,61.9,56.0,4022,6.2,6.23,3.85,3,5,2,5,6.364528401350457
0.9,Good,G,VS2,63.6,59.0,4022,6.1,6.04,3.86,3,2,4,4,6.364528401350457
1.14,Premium,J,SI2,62.3,56.0,4022,6.73,6.66,4.17,3,4,1,2,6.364528401350457
0.9,Premium,G,VS2,61.0,58.0,4022,6.2,6.13,3.76,3,4,4,4,6.364528401350457
0.9,Premium,G,VS2,59.6,61.0,4022,6.25,6.2,3.71,3,4,4,4,6.364528401350457
1.14,Premium,D,I1,61.8,59.0,4022,6.74,6.62,4.13,3,4,7,1,6.364528401350457
1.5,Premium,H,I1,62.9,60.0,4022,7.31,7.22,4.57,4,4,3,1,6.364528401350457
